"FRAME_ID"	"CHEBI_ID"	"CHEBI_NAME"	"SYNONYMS"	"SMILES"	"NAMES"	"DBLINKS"
"DEOXYCYTIDINE"	"CHEBI:30910"	"deoxycytidine"	"d-cytidine$2'-deoxycytidine"	"c1(cn(c(=O)nc(N)1)C2(CC(O)C(CO)O2))"	"deoxycytidine$d-cytidine$2'-deoxycytidine"	"(LIGAND-CPD ""C00881"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""951-77-9"")"
"DEOXYURIDINE"	"CHEBI:16450"	"2'-deoxyuridine"	"2'-deoxyuridine"	"c1(cn(c(=O)[nH]c(=O)1)C2(CC(O)C(CO)O2))"	"deoxyuridine$2'-deoxyuridine"	"(LIGAND-CPD ""C00526"" NIL |kaipa| 3311532641 NIL NIL)$(CAS ""951-78-0"")"
"THYMIDINE"	"CHEBI:17748"	"thymidine"	"deoxythymidine"	"Cc1(cn(c([nH]c(=O)1)=O)C2(OC(C(C2)O)CO))"	"thymidine$deoxythymidine"	"(LIGAND-CPD ""C00214"" NIL |kaipa| 3311532642 NIL NIL)$(CAS ""50-89-5"")"
"DI-H-URACIL"	"CHEBI:15901"	"5,6-dihydrouracil"	"5,6-dihydrouracil$DI-H-uracil$4,5-dihydrouracil"	"C1(CC(=O)NC(N1)=O)"	"dihydrouracil$5,6-dihydrouracil$DI-H-uracil$4,5-dihydrouracil"	"(CAS ""504-07-4"")"
"CPD-4841"	"CHEBI:46837"	"dipicolinic acid"	"dipicolinic acid$DPA"	"c1(cc(nc(c1)C(=O)O)C(=O)O)"	"dipicolinate$dipicolinic acid$DPA"	""
"CYTIDINE"	"CHEBI:17562"	"cytidine"	""	"c2(cc(N)nc(n([CH]1(O[CH]([CH]([CH](O)1)O)CO))2)=O)"	"cytidine"	"(LIGAND-CPD ""C00475"" NIL |kr| 3346617699 NIL NIL)$(CAS ""65-46-3"")"
"URIDINE"	"CHEBI:16704"	"uridine"	""	"c1(cn(c(=O)[nH]c(=O)1)C2(OC(CO)C(O)C(O)2))"	"uridine"	"(LIGAND-CPD ""C00299"" NIL |kaipa| 3311532641 NIL NIL)$(CAS ""58-96-8"")"
"CMP-KDO"	"CHEBI:18014"	"CMP-3-deoxy-D-manno-octulosonic acid"	"CMP-2-dehydro-3-deoxy-D-octonate$CMP-KDO"	"C(C(=O)CC(C(C(C(O)COP(OCC1(OC(C(C1O)O)n2(c(nc(cc2)N)=O)))(=O)O)O)O)O)(O)=O"	"CMP-3-deoxy-D-manno-octulosonate$CMP-2-dehydro-3-deoxy-D-octonate$CMP-KDO"	""
"XANTHOSINE"	"CHEBI:18107"	"xanthosine"	"9 beta-D-ribofuranosylxanthine"	"c13(c(c([nH]c(=O)[nH]1)=O)ncn([CH]2(O[CH](CO)[CH](O)[CH]2O))3)"	"xanthosine$9 beta-D-ribofuranosylxanthine"	"(LIGAND-CPD ""C01762"" NIL |kaipa| 3311532631 NIL NIL)$(CAS ""146-80-5"")"
"ADENOSINE5TRIPHOSPHO5ADENOSINE"	"CHEBI:27775"	"P1,P3-bis(5'-adenosyl) triphosphate"	"P1,P3-bis(5'-adenosyl)triphosphate$5'Ap3A$adenosine 5'-(tetrahydrogen triphosphate), P''-5'-ester with adenosine$Ap3A$adenosine(5')triphospho(5')adenosine"	"c1(nc(N)c2(N=CN(c(n1)2)C6(OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3(OC(C(O)C(O)3)n5(cnc4(c(N)ncnc45))))C(O)C(O)6)))"	"5',5'-diadenosine triphosphate$P1,P3-bis(5'-adenosyl)triphosphate$5'Ap3A$adenosine 5'-(tetrahydrogen triphosphate), P''-5'-ester with adenosine$Ap3A$adenosine(5')triphospho(5')adenosine"	"(PUBCHEM ""165381"" NIL |keseler| 3375621265 NIL NIL)$(LIGAND-CPD ""C06197"" NIL |sreddy| 3298323030 NIL NIL)"
"GUANOSINE"	"CHEBI:29098"	"nucleoside Q"	"nucleoside Q"	"c13(c(c(=O)[nH]c(N)n1)ncn([CH]2([CH](O)[CH](O)[CH](CO)O2))3)"	"guanosine$nucleoside Q"	"(LIGAND-CPD ""C00387"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""118-00-3"")"
"ADENOSINE"	"CHEBI:16335"	"adenosine"	"adenine-D-ribose"	"c3(nc1(c(ncn1C2(C(O)C(O)C(CO)O2))c(N)n3))"	"adenosine$adenine-D-ribose"	"(LIGAND-CPD ""C00212"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""58-61-7"")"
"INOSINE"	"CHEBI:17596"	"inosine"	"hypoxanthine-ribose$iso-prinosine$riboxine"	"c3(nc1(c(ncn1C2(OC(CO)C(O)C(O)2))c(=O)[nH]3))"	"inosine$hypoxanthine-ribose$iso-prinosine$riboxine"	"(LIGAND-CPD ""C00294"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""58-63-9"")"
"PURINE"	"CHEBI:17258"	"7H-purine"	""	"C12(N=CN=CC(N=CN1)=2)"	"purine"	"(LIGAND-CPD ""C00465"" NIL |taltman| 3452530701 NIL NIL)$(CHEBI ""17258"" NIL |taltman| 3452438186 NIL NIL)$(PUBCHEM ""1044"" NIL |taltman| 3448034169 NIL NIL)$(NCI ""753"")$(CAS ""120-73-0"")"
"NIACINE"	"CHEBI:32544"	"nicotinate"	"3-pyridinecarboxylic acid$nicotinic acid$wampocap$nicolar$nicocap$nicobid$nico-400-$nicamin$niacin$niacine$vitamin B3"	"c1(ncc(cc1)C(=O)[O-])"	"nicotinate$3-pyridinecarboxylic acid$3-pyridinecarboxylic acid$nicotinic acid$wampocap$nicolar$nicocap$nicobid$nico-400-$nicamin$niacin$niacine$vitamin B3"	"(LIGAND-CPD ""C00253"" NIL |kaipa| 3311532641 NIL NIL)$(CAS ""59-67-6"")"
"ASCORBATE"	"CHEBI:22652"	"ascorbic acid"	"vitamin C$ascorbate$L-ascorbate (vitamin C)$ascorbic acid"	"C(C([CH]1(OC(=C(C1=O)O)O))O)O"	"L-ascorbate$L-ascorbate acid$vitamin C$ascorbate$L-ascorbate (vitamin C)$ascorbic acid"	"(LIGAND-CPD ""C00072"" NIL |kr| 3346617701 NIL NIL)$(CAS ""50-81-7"")"
"BIOTIN"	"CHEBI:15956"	"biotin"	"vitamin H$coenzyme R$d-biotin"	"C1(SC(CCCCC(=O)O)[CH]2(NC(=O)N[CH]12))"	"biotin$vitamin H$coenzyme R$d-biotin"	"(LIGAND-CPD ""C00120"" NIL |kaipa| 3311532642 NIL NIL)$(CAS ""58-85-5"")"
"THIAMINE"	"CHEBI:18385"	"thiamine(1+)"	"thiamine$vitamin B1"	"Cc2(nc(c(C[n+]1(csc(c1C)CCO))cn2)N)"	"thiamin$thiamine$vitamin B1"	"(CAS ""67-03-8"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00378"" NIL |kr| 3346617699 NIL NIL)$(CAS ""59-43-8"")"
"PYRIDOXINE-5P"	"CHEBI:28803"	"pyridoxine 5'-phosphate"	"pyridoxine-phosphate$pyridoxine-5P$pyridoxine-P"	"C(c1(c(c(O)c(nc1)C)CO))OP(O)(=O)O"	"pyridoxine-5'-phosphate$pyridoxine-phosphate$pyridoxine-5P$pyridoxine-P"	"(CAS ""447-05-2"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00627"" NIL |kr| 3346617701 NIL NIL)"
"PYRIDOXAMINE"	"CHEBI:16410"	"pyridoxamine"	"PM"	"C(N)c1(c(O)c(C)ncc(CO)1)"	"pyridoxamine$PM"	"(LIGAND-CPD ""C00534"" NIL |kr| 3346617699 NIL NIL)$(CAS ""85-87-0"")"
"PYRIDOXAL_PHOSPHATE"	"CHEBI:18405"	"pyridoxal 5'-phosphate"	"PLP$pyridoxal phosphate$pyridoxal-5P$pyridoxal 5-phosphate$pyridoxal-P"	"C(OP(=O)(O)O)c1(cnc(c(c1C=O)O)C)"	"pyridoxal 5'-phosphate$PLP$pyridoxal phosphate$pyridoxal-5P$pyridoxal 5-phosphate$pyridoxal-P"	"(LIGAND-CPD ""C00018"" NIL |kr| 3346617699 NIL NIL)$(CAS ""54-47-7"")"
"PYRIDOXAMINE-5P"	"CHEBI:18335"	"pyridoxamine 5'-phosphate"	"pyridoxamine phosphate"	"C(c1(c(c(c(nc1)C)O)CN))OP(O)(O)=O"	"pyridoxamine 5'-phosphate$pyridoxamine phosphate"	"(CAS ""529-96-4"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00647"" NIL |kr| 3346617699 NIL NIL)"
"PYRIDOXAL"	"CHEBI:17310"	"pyridoxal"	""	"Cc1(c(c(C=O)c(cn1)CO)O)"	"pyridoxal"	"(LIGAND-CPD ""C00250"" NIL |kr| 3346617700 NIL NIL)$(CAS ""66-72-8"")"
"PYRIDOXINE"	"CHEBI:16709"	"pyridoxine"	"vitamin B6$2-methyl-3-hydroxy-4,5-bis(hydroxy-methyl) pyridine"	"Cc1(c(c(CO)c(cn1)CO)O)"	"pyridoxine$vitamin B6$2-methyl-3-hydroxy-4,5-bis(hydroxy-methyl) pyridine"	"(LIGAND-CPD ""C00314"" NIL |kr| 3346617701 NIL NIL)$(CAS ""65-23-6"")"
"ADENOSYLCOBALAMIN"	"CHEBI:18408"	"adenosylcobalamin"	"adenosylcobalamin$Cobamide coenzyme$Deoxyadenosylcobalamin$Cobamamide$Vitamin B12 coenzyme$Cobamamid$5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide$Cobinamide, Co-(5'-deoxyadenosine-5') derivative hydroxide, dihydrogen phosphate (ester), inner salt, 3'-ester with 5,6-dimethyl-1-a-D-ribofuranosyl-1H-benzimidazole$(5'-Deoxy-5'-adenosyl)cobamide coenzyme$(5,6-dimethylbenzimidazolyl)cobamide coenzyme$a-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme$5'-Deoxy-5'-adenosylcobalamin$5'-Deoxyadenosyl vitamin B12$5'-Deoxyadenosyl-5,6-dimethylbenzimidazolylcobamide$5'-Deoxyadenosylcobalamin$5,6-Dimethylbenzimidazolyl-Co-5'-deoxyadenosylcobamide$Calomide$Cobalamin coenzyme$Cobalamin, Co-(5'-deoxy-5'-adenosyl)-$Cobamide coenzyme, (5'-deoxy-5'-adenosyl)-$Cobamide coenzyme, (5,6-dimethyl-1H-benzimidazolyl)-$Cobinamide, Co-(5'-deoxyadenosine-5') deriv.,$Cobinamide, Co-(5'-deoxyadenosine-5') deriv., hydroxide, 3'-ester with 5,6-dimethyl-1-a-D-ribofuranosylbenzimidazole$DBC coenzyme$Dibencozide$Funacomide$Vitamin B12, Co-(5'-deoxy-5'-adenosyl) deriv."	"CC9(CC(=O)N)(C4(=N8([Co+]126(N%11(c%12(c(N(C%10(C(O)C(OP(=O)([O-])O[CH](C)CNC(=O)CCC5(C)(C(=N1[CH](C3(C)(N2C(C(CCC(N)=O)C(CC(=O)N)(C)3)=C(C)4))C(CC(=O)N)5)C(C)=C7(C(CCC(=O)N)C(C)(C)C(=N67)C=C8C(CCC(=O)N)9)))C(CO)O%10))C=%11)cc(C)c(C)c%12)))CC%13(OC(C(O)C(O)%13)n%15(cnc%14(c(N)ncnc%14%15))))))"	"coenzyme B12$adenosylcobalamin$Cobamide coenzyme$Deoxyadenosylcobalamin$Cobamamide$Vitamin B12 coenzyme$Cobamamid$5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide$Cobinamide, Co-(5'-deoxyadenosine-5') derivative hydroxide, dihydrogen phosphate (ester), inner salt, 3'-ester with 5,6-dimethyl-1-a-D-ribofuranosyl-1H-benzimidazole$(5'-Deoxy-5'-adenosyl)cobamide coenzyme$(5,6-dimethylbenzimidazolyl)cobamide coenzyme$a-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme$5'-Deoxy-5'-adenosylcobalamin$5'-Deoxyadenosyl vitamin B12$5'-Deoxyadenosyl-5,6-dimethylbenzimidazolylcobamide$5'-Deoxyadenosylcobalamin$5,6-Dimethylbenzimidazolyl-Co-5'-deoxyadenosylcobamide$Calomide$Cobalamin coenzyme$Cobalamin, Co-(5'-deoxy-5'-adenosyl)-$Cobamide coenzyme, (5'-deoxy-5'-adenosyl)-$Cobamide coenzyme, (5,6-dimethyl-1H-benzimidazolyl)-$Cobinamide, Co-(5'-deoxyadenosine-5') deriv.,$Cobinamide, Co-(5'-deoxyadenosine-5') deriv., hydroxide, 3'-ester with 5,6-dimethyl-1-a-D-ribofuranosylbenzimidazole$DBC coenzyme$Dibencozide$Funacomide$Vitamin B12, Co-(5'-deoxy-5'-adenosyl) deriv."	"(LIGAND-CPD ""C00194"" NIL |hopkinso| 3315332465 NIL NIL)$(CAS ""13870-90-1"" NIL |hopkinso| 3315332465 NIL NIL)"
"CPD-1301"	"CHEBI:26920"	"tetrahydropteroyltri-L-glutamate"	""	"C(C2([NH]c1(c([nH]c(nc1NC2)N)=O)))Nc3(ccc(C(NC(C(O)=O)CCC(NC(C(O)=O)CCC(NC(C(O)=O)CCC=O)=O)=O)=O)cc3)"	"tetrahydropteroyltri-L-glutamate$H4PteGlu(n)$H4PteGlu(n+1)"	"(LIGAND-CPD ""C04144"" NIL |butler| 3264184454 NIL NIL)"
"THF"	"CHEBI:67016"	"tetrahydrofolate"	"H4PteGlu$5,6,7,8-tetrahydrofolic acid$tetrahydrofolic acid$(6S)-tetrahydrofolate$H4PteGlu1$tetrahydropteroyl mono-L-glutamate$tetrahydrafolate$5,6,7,8-tetrahydrofolate$THF$tetra-H-folate$th-folate$FH4$folate-H4$tetrahydropteroylglutamate$H4F"	"C1(Nc3(nc(N)[nH]c(=O)c(N[CH]1C[NH]c2(ccc(cc2)C(=O)NC(CCC(=O)O)C(=O)O))3))"	"tetrahydrofolate$H4PteGlu$5,6,7,8-tetrahydrofolic acid$tetrahydrofolic acid$(6S)-tetrahydrofolate$H4PteGlu1$tetrahydropteroyl mono-L-glutamate$tetrahydrafolate$5,6,7,8-tetrahydrofolate$THF$tetra-H-folate$th-folate$FH4$folate-H4$tetrahydropteroylglutamate$H4F"	"(CAS ""135-16-0"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00101"" NIL |kr| 3346617701 NIL NIL)$(CAS ""29347-89-5"")"
"CPD-5725"	"CHEBI:27650"	"5,6,7,8-tetrahydrofolyl-L-glutamic acid"	"tetrahydrofolate glutamate"	"C(=O)(O)C(CCC(=O)O)NC(CCC(NC(=O)c1(ccc(cc1)NC[CH]2(CNc3(nc(nc(=O)c(N2)3)N))))C(O)=O)=O"	"THF-L-glutamate$tetrahydrofolate glutamate"	""
"5-FORMYL-THF"	"CHEBI:15640"	"5-formyltetrahydrofolic acid"	"5-formyl-THF leucovorin$n5-formyltetrahydrofolate$n5-formyl-thf$5-formyltetrahydrofolate$5-formyl-H4F$5-formyl-THF$folinic acid$5-CHO-THF$folinate$formyl-H4F$citrovorum factor$N5-formyl-H4F"	"C(=O)N3(c1(c(nc(N)[nH]c(=O)1)NC[CH](CNc2(ccc(cc2)C(=O)NC(CCC(=O)O)C(=O)O))3))"	"N5-formyl-THF$5-formyl-THF leucovorin$n5-formyltetrahydrofolate$n5-formyl-thf$5-formyltetrahydrofolate$5-formyl-H4F$5-formyl-THF$folinic acid$5-CHO-THF$folinate$formyl-H4F$citrovorum factor$N5-formyl-H4F"	"(CAS ""58-05-9"")"
"CPD-1302"	"CHEBI:17614"	"5-methyltetrahydropteroyltri-L-glutamic acid"	""	"C(Nc1(ccc(cc1)C(=O)NC(CCC(=O)NC(CCC(=O)NC(CCC=O)C(=O)O)C(=O)O)C(=O)O))C3(CNc2(nc(N)[nH]c(=O)c2N(C)3))"	"5-methyltetrahydropteroyltri-L-glutamate"	"(LIGAND-CPD ""C04489"" NIL |butler| 3264184399 NIL NIL)"
"METHYLENE-THF"	"CHEBI:12071"	"5,10-methylenetetrahydrofolate(2)"	"5,10-methylenetetrahydrofolate$N5,N10-methylenetetrahydrofolate"	"C2([CH]1([CH2]Nc4(c(N1CN2c3(ccc(C(=O)NC(C(=O)O)CCC(O)=O)cc3))c([nH]c(N)n4)=O)))"	"5,10-methylene-THF$5,10-methylenetetrahydrofolate$N5,N10-methylenetetrahydrofolate"	"(LIGAND-CPD ""C00143"" NIL |kr| 3346617700 NIL NIL)"
"DIHYDROFOLATE"	"CHEBI:15633"	"dihydrofolic acid"	"H2PteGlu$FH2$H2PteGlu1$dihydrofolate$DHF$7,8-dihydropteroylglutamate"	"C(Nc1(ccc(cc1)C(=O)NC(CCC(=O)O)C(=O)O))C2(CNc3(nc(N)[nH]c(=O)c(N=2)3))"	"7,8-dihydrofolate$H2PteGlu$FH2$H2PteGlu1$dihydrofolate$DHF$7,8-dihydropteroylglutamate"	"(LIGAND-CPD ""C00415"" NIL |kr| 3346617699 NIL NIL)$(CAS ""4033-27-6"")"
"THMPT"	"CHEBI:17321"	"5,6,7,8-tetrahydromethanopterin"	"THMPT$5,6,7,8-tetrahydromethanopterin$H4MPT"	"C[CH](Nc1(ccc(cc1)CC(O)C(O)C(O)COC2(OC(COP(=O)([O-])OC(CCC(=O)O)C(=O)O)C(O)C(O)2)))[CH]4([NH]c3(c(nc(N)[nH]c(=O)3)[NH][CH](C)4))"	"tetrahydromethanopterin$THMPT$5,6,7,8-tetrahydromethanopterin$H4MPT"	""
"METHENYLTETRAHYDROMETHANOPTERIN"	"CHEBI:17975"	"5,10-(methanylylidene)tetrahydromethanopterin"	"methenyl-H4MPT$N5,N10-methenyltetrahydromethanopterin$5,10-methenyl-H4MPT$N5,N10-methenyl-5,6,7,8-tetrahydromethanopterin$5,10-methenyl-5,6,7,8-tetrahydromethanopterin$5,10-methenyl-tetrahydromethanopterin"	"C[CH]5([NH]c1(nc(N)[nH]c(=O)c1N4(C=[N+](c2(ccc(cc2)CC(O)C(O)C(O)COC3(OC(COP(=O)([O-])OC(CCC(=O)O)C(=O)O)C(O)C(O)3)))[CH](C)[CH]45)))"	"5,10-methenyltetrahydromethanopterin$methenyl-H4MPT$N5,N10-methenyltetrahydromethanopterin$5,10-methenyl-H4MPT$N5,N10-methenyl-5,6,7,8-tetrahydromethanopterin$5,10-methenyl-5,6,7,8-tetrahydromethanopterin$5,10-methenyl-tetrahydromethanopterin"	"(LIGAND-CPD ""C04330"" NIL |sreddy| 3298216147 NIL NIL)"
"METHYLENETETRAHYDROMETHANOPTERIN"	"CHEBI:16568"	"5,10-methylenetetrahydromethanopterin"	"N5,N10-methylene-5,6,7,8-tetrahydromethanopterin$5,10-methylene-5,6,7,8-tetrahydromethanopterin$methylene-H4MPT$5,10-methylene-H4MPT$N5,N10-methylenetetrahydromethanopterin"	"C[CH]5([NH]c1(nc(N)[nH]c(=O)c1N4(CN(c2(ccc(cc2)CC(O)C(O)C(O)COC3(OC(COP(=O)([O-])OC(CCC(=O)O)C(=O)O)C(O)C(O)3)))[CH](C)[CH]45)))"	"5,10-methylene-tetrahydromethanopterin$N5,N10-methylene-5,6,7,8-tetrahydromethanopterin$5,10-methylene-5,6,7,8-tetrahydromethanopterin$methylene-H4MPT$5,10-methylene-H4MPT$N5,N10-methylenetetrahydromethanopterin"	""
"FORMYL-THMPT"	"CHEBI:17114"	"N5-formyl-5,6,7,8-tetrahydromethanopterin"	"N5-formyl-5,6,7,8-tetrahydromethanopterin$5-formyl-5,6,7,8-tetrahydromethanopterin$5-formyl-H4MPT$formyl-H4MPT$5-formyl-THMPT"	"C[CH](Nc1(ccc(cc1)CC(O)C(O)C(O)COC2(OC(COP(=O)([O-])OC(CCC(=O)O)C(=O)O)C(O)C(O)2)))[CH]4(N(C=O)c3(c(nc(N)[nH]c(=O)3)[NH][CH](C)4))"	"5-formyl-tetrahydromethanopterin$N5-formyl-5,6,7,8-tetrahydromethanopterin$5-formyl-5,6,7,8-tetrahydromethanopterin$5-formyl-H4MPT$formyl-H4MPT$5-formyl-THMPT"	""
"METHYL-THMPT"	"CHEBI:17349"	"5-methyl-5,6,7,8-tetrahydromethanopterin"	"5-methyl-5,6,7,8-tetrahydromethanopterin$N5-methyl-5,6,7,8-tetrahydromethanopterin$5-methyl-H4MPT$methyl-H4MPT$5-methyl-THMPT"	"C[CH](Nc1(ccc(cc1)CC(O)C(O)C(O)COC2(OC(COP(=O)([O-])OC(CCC(=O)O)C(=O)O)C(O)C(O)2)))[CH]4(N(C)c3(c(nc(N)[nH]c(=O)3)[NH][CH](C)4))"	"5-methyl-tetrahydromethanopterin$5-methyl-5,6,7,8-tetrahydromethanopterin$N5-methyl-5,6,7,8-tetrahydromethanopterin$5-methyl-H4MPT$methyl-H4MPT$5-methyl-THMPT"	""
"PROTOPORPHYRIN_IX"	"CHEBI:15430"	"protoporphyrin"	"protoporphyrin"	"Cc1(c2(C=C5(C(C=C)=C(C)C(C=c4(c(C=C)c(C)c(=CC3(C(C)=C(CCC(O)=O)C(=Cc(c(CCC(O)=O)1)n2)N=3))n4))=N5)))"	"protoporphyrin IX$protoporphyrin"	"(LIGAND-CPD ""C02191"" NIL |kr| 3346617699 NIL NIL)$(CAS ""553-12-8"")"
"PROTOPORPHYRINOGEN"	"CHEBI:15435"	"protoporphyrinogen"	"protoporphyrinogen"	"Cc1(c5(nc(c1CCC(O)=O)Cc2(c(c(c(n2)Cc3(nc(c(c3C)C=C)Cc4(c(c(c(n4)C5)C=C)C)))C)CCC(=O)O)))"	"protoporphyrinogen IX$21H,23H-Porphine-2,18-dipropanoic acid, 7,12-diethenyl-5,10,15,20,22,24-hexahydro-3,8,13,17-tetramethyl-$protoporphyrinogen"	"(LIGAND-CPD ""C01079"" NIL |kr| 3346617700 NIL NIL)$(CAS ""7412-77-3"")"
"CPD-7063"	"CHEBI:47899"	"red chlorophyll catabolite"	"red chlorophyll catabolite$red bilin"	"CCc1(c(c(nc1Cc2(nc5(c(c2C)C(C(C(=C4(N=C(C=C3(NC(C(=C3C)C=C)=O))C(C4CCC(O)=O)C))5)C(OC)=O)=O)))[CH]=O)C)"	"RCC$red chlorophyll catabolite$red bilin"	""
"UROPORPHYRINOGEN-III"	"CHEBI:15437"	"uroporphyrinogen III"	""	"C(CCc1(c(c5(nc1Cc2(nc(c(c2CCC(O)=O)CC(=O)O)Cc3(c(c(c(n3)Cc4(nc(c(c4CCC(O)=O)CC(=O)O)C5))CC(O)=O)CCC(=O)O))))CC(O)=O))(=O)O"	"uroporphyrinogen-III"	"(LIGAND-CPD ""C01051"" NIL |kr| 3346617700 NIL NIL)$(CAS ""1976-85-8"")"
"CPD-8155"	"CHEBI:44898"	"pheophytin a"	""	"COC(=O)C2(C(=O)C1(=C(C)C6(=NC1=C2C3(=NC(C(C)C(CCC(OCC=C(CCCC(CCCC(CCCC(C)C)C)C)C)=O)3)=Cc4(nc(c(C=C)c(C)4)C=c5(nc(c(CC)c(C)5)=C6))))))"	"pheophytin a"	""
"CPD-10718"	"CHEBI:29037"	"copper(3+)"	"copper"	"[Cu]"	"Cu$copper"	"(LIGAND-CPD ""C00070"" NIL |taltman| 3452530722 NIL NIL)$(CHEBI ""29037"" NIL |taltman| 3452438260 NIL NIL)$(PUBCHEM ""23978"" NIL |anuradha| 3442849528 NIL NIL)"
"CO-A"	"CHEBI:15346"	"coenzyme A"	"CoA$co-A-SH$co-enzyme-A$co-A$HS-CoA"	"CC(C)(COP(=O)(O)OP(=O)(O)OC[CH]3(O[CH](N2(C=Nc1(c(N)ncnc12)))[CH](O)[CH](OP(=O)(O)O)3))C(O)C(=O)NCCC(=O)NCCS"	"coenzyme A$CoA$co-A-SH$co-enzyme-A$co-A$HS-CoA"	"(CAS ""85-61-0"")$(LIGAND-CPD ""C00010"" NIL |sreddy| 3298320400 NIL NIL)"
"LIPOIC-ACID"	"CHEBI:16494"	"lipoic acid"	"alpha-liponic acid$5-(1,2-dithiolan-3-yl)-pentanoate$lipoic acid"	"C1(CC(SS1)CCCCC(=O)O)"	"lipoate$1,2-dithiolane-3-pentanoic acid$alpha-liponic acid$5-(1,2-dithiolan-3-yl)-pentanoate$lipoic acid"	"(CAS ""62-46-4"")"
"Me-CoM"	"CHEBI:17827"	"methyl-CoM"	"CH3-CoM$Me-S-CoM$Me-CoM$2-(methylthio)ethanesulfonate$methylcoenzyme M$CH3-S-CoM$s-methyl-CoM"	"C(S(O)(=O)=O)CSC"	"methyl-CoM$CH3-CoM$Me-S-CoM$Me-CoM$2-(methylthio)ethanesulfonate$methylcoenzyme M$CH3-S-CoM$s-methyl-CoM"	""
"OXYGEN-MOLECULE"	"CHEBI:26689"	"singlet dioxygen"	"oxygen$oxygen molecule"	"O=O"	"O2$O2$oxygen$oxygen molecule"	"(LIGAND-CPD ""C00007"" NIL |kr| 3346617701 NIL NIL)$(CAS ""7782-44-7"")"
"NITROUS-OXIDE"	"CHEBI:17045"	"dinitrogen oxide"	"N2O"	"N#N=O"	"nitrous oxide$N2O"	"(LIGAND-CPD ""C00887"" NIL |kr| 3346617701 NIL NIL)$(CAS ""10024-97-2"")"
"NITROGEN-MOLECULE"	"CHEBI:17997"	"dinitrogen"	"nitrogen molecule$nitrogen"	"N#N"	"N2$Nitrogen$nitrogen molecule$nitrogen"	"(CAS ""7727-37-9"")"
"HCN"	"CHEBI:18407"	"hydrogen cyanide"	"cyanide$hydrocyanic acid"	"[CH]#N"	"hydrogen cyanide$cyanide$hydrocyanic acid"	"(CAS ""57-12-5"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C01326"" NIL |kr| 3346617700 NIL NIL)"
"PROTON"	"CHEBI:24636"	"proton"	"hydrogen ion$proton$H"	"[H+]"	"H+$hydrogen ion$proton$H"	"(PUBCHEM ""1038"")$(LIGAND-CPD ""C00080"")$(CHEBI ""24636"")$(PUBCHEM ""1038"" NIL |taltman| 3448034169 NIL NIL)$(CHEBI ""15378"" NIL |taltman| 3452438078 NIL NIL)$(CAS ""12408-02-5"" NIL |kr| 3346617700 NIL NIL)$(LIGAND-CPD ""C00080"" NIL |kr| 3346617700 NIL NIL)"
"AMMONIUM"	"CHEBI:28938"	"ammonium"	"ammonium"	"[NH4+]"	"NH4+$ammonium"	"(CHEBI ""28938"" NIL |taltman| 3452438152 NIL NIL)$(PUBCHEM ""223"" NIL |taltman| 3448034169 NIL NIL)$(LIGAND-CPD ""C01342"" NIL |kr| 3346617701 NIL NIL)$(CAS ""14798-03-9"")"
"CD+2"	"CHEBI:48775"	"cadmium(2+)"	"Cadmium$Cd+2$Cd++"	"[Cd++]"	"Cd2+$Cadmium$Cd+2$Cd++"	"(CHEBI ""48775"" NIL |taltman| 3452362978 NIL NIL)$(PUBCHEM ""31193"" NIL |taltman| 3448034169 NIL NIL)$(LIGAND-CPD ""C01413"" NIL |kr| 3346617701 NIL NIL)"
"CU+2"	"CHEBI:23379"	"copper(1+)"	"Cu+2$Cu++$cupric ion"	"[Cu++]"	"Cu2+$Cu+2$Cu++$cupric ion"	""
"FE+2"	"CHEBI:29033"	"iron(2+)"	"Fe+2$Fe++$ferrous iron$Fe+2$Fe2+"	"[Fe++]"	"Fe2+$Fe+2$Fe++$ferrous iron$Fe+2$Fe2+"	"(LIGAND-CPD ""C00023"" NIL |kr| 3346617700 NIL NIL)"
"TRIMETHYLSULFONIUM"	"CHEBI:17434"	"trimethylsulfonium"	""	"C[S+](C)C"	"trimethyl sulfonium"	"(CAS ""2181-42-2"")"
"K+"	"CHEBI:29103"	"potassium(1+)"	"potassium$potassium ion"	"[K+]"	"K+$potassium$potassium ion"	"(CHEBI ""29103"" NIL |taltman| 3452363535 NIL NIL)$(PUBCHEM ""813"" NIL |taltman| 3448034169 NIL NIL)$(LIGAND-CPD ""C00238"" NIL |kr| 3346617701 NIL NIL)"
